Timestamp,CPU usage [MHZ],CPU capacity provisioned
2013-07-05 09:00:00,7611754.310802198,40399292.829659924
2013-07-05 10:00:00,8116757.478234766,40399292.82325391
2013-07-05 11:00:00,6139635.623884525,40399292.7889719
2013-07-05 12:00:00,5121102.224500392,40236092.78208188
2013-07-05 13:00:00,9712063.95912768,40457812.75636791
2013-07-05 14:00:00,10398853.384762596,40469516.7531119
2013-07-05 15:00:00,11319069.710635195,40469516.7531119
2013-07-05 16:00:00,11085467.301728906,40469516.7531119
2013-07-05 17:00:00,9286367.524805859,40469516.7531119
2013-07-05 18:00:00,8062550.663657684,40469516.76021792
2013-07-05 19:00:00,9854472.19230789,40469516.760863915
2013-07-05 20:00:00,11146038.269047718,40469516.760863915
2013-07-05 21:00:00,9685554.77082202,40469516.760863915
2013-07-05 22:00:00,10525026.221073754,40469516.76903992
2013-07-05 23:00:00,9462923.489350189,40469516.77487992
2013-07-06 00:00:00,6780192.018531522,40469516.77487992
2013-07-06 01:00:00,8068714.499279871,40469516.77487992
2013-07-06 02:00:00,6167907.943084309,40469516.77495991
2013-07-06 03:00:00,8603350.80904347,40469516.774359904
2013-07-06 04:00:00,6972627.824753324,40469516.7742319
2013-07-06 05:00:00,7395535.03614701,40469516.7742319
2013-07-06 06:00:00,5659608.740307782,40469516.7742319
2013-07-06 07:00:00,8811810.671535345,40410678.78490792
2013-07-06 08:00:00,7114641.043948632,40469516.77238392
2013-07-06 09:00:00,8153403.446255038,40469516.77238392
2013-07-06 10:00:00,6434496.89233868,40469516.77238392
2013-07-06 11:00:00,8415123.698626244,40469516.77233993
2013-07-06 12:00:00,7403491.609649805,40469516.772119924
2013-07-06 13:00:00,7697396.216487651,40469516.770157926
2013-07-06 14:00:00,5330940.481963732,40469516.76427192
2013-07-06 15:00:00,4977878.651903725,40469516.76427192
2013-07-06 16:00:00,5127634.266667314,40469516.76427192
2013-07-06 17:00:00,5191193.842177166,40469516.76427192
2013-07-06 18:00:00,4920918.227041589,40469516.76427192
2013-07-06 19:00:00,5081631.391147561,40469516.76427192
2013-07-06 20:00:00,5033700.206767554,40469516.76427192
2013-07-06 21:00:00,4944685.8946219925,40469516.76427192
2013-07-06 22:00:00,5188610.673037781,40469516.76215993
2013-07-06 23:00:00,5219743.820692565,40469516.76110393
2013-07-07 00:00:00,5222836.194114446,40469516.76110393
2013-07-07 01:00:00,4778987.4725001,40469516.76110393
2013-07-07 02:00:00,4659788.324421097,40469516.76163192
2013-07-07 03:00:00,4550873.715909056,40469516.76110393
2013-07-07 04:00:00,4611360.3804937815,40469516.76110393
2013-07-07 05:00:00,4518536.743168993,40469516.76110393
2013-07-07 06:00:00,4564148.563348584,40469516.76110393
2013-07-07 07:00:00,4561563.470993761,40469516.76110393
2013-07-07 08:00:00,4362243.1542112315,40469516.743679926
2013-07-07 09:00:00,4490170.107758025,40469516.73231993
2013-07-07 10:00:00,3365687.544937887,40469516.709399946
2013-07-07 11:00:00,2984877.06270833,40469516.72516794
2013-07-07 12:00:00,2694147.9321429846,40469516.75279993
2013-07-07 13:00:00,2857933.5048797405,40469516.83274394
2013-07-07 14:00:00,2491301.2679082146,40469516.86175194
2013-07-07 15:00:00,1620703.0759701505,40469516.861687936
2013-07-07 16:00:00,1420687.487973073,40469516.861687936
2013-07-07 17:00:00,1326918.2271555807,40469516.861687936
2013-07-07 18:00:00,1225071.441296055,40469516.861687936
2013-07-07 19:00:00,2538611.1126333275,40469516.855863936
2013-07-07 20:00:00,8882286.285350736,40469516.791799925
2013-07-07 21:00:00,8876928.918901049,40469516.791799925
2013-07-07 22:00:00,8920900.291718945,40469516.791799925
2013-07-07 23:00:00,8966715.35132033,40469516.791799925
2013-07-08 00:00:00,8998082.529810777,40469516.791799925
2013-07-08 01:00:00,8964280.175536163,40469516.791799925
2013-07-08 02:00:00,8905011.725541865,40469516.791799925
2013-07-08 03:00:00,8960410.485718241,40469516.791799925
2013-07-08 04:00:00,8889437.848946966,40469516.791799925
2013-07-08 05:00:00,8820056.290598778,40469516.791799925
2013-07-08 06:00:00,9260241.917132793,40469516.791799925
2013-07-08 07:00:00,9457980.990136173,40469516.79212993
2013-07-08 08:00:00,8559917.24160517,40469516.793503925
2013-07-08 09:00:00,8105039.656931592,40469516.793503925
2013-07-08 10:00:00,9581664.516357677,40469516.793503925
2013-07-08 11:00:00,9561670.616629206,40469516.793503925
2013-07-08 12:00:00,8098702.511520641,40469516.793503925
2013-07-08 13:00:00,8132128.02727624,40469516.793503925
2013-07-08 14:00:00,8177937.174455816,40469516.792110905
2013-07-08 15:00:00,9606870.800954413,40469516.80843193
2013-07-08 16:00:00,6826259.5572288735,40469516.79585093
2013-07-08 17:00:00,5960889.272671232,40469516.81513994
2013-07-08 18:00:00,5385498.208854522,40469516.80918195
2013-07-08 19:00:00,3628429.710514607,40469516.81677193
2013-07-08 20:00:00,2355469.94873937,40469516.821559936
2013-07-08 21:00:00,4003986.3203811576,40469516.821559936
2013-07-08 22:00:00,5560504.247204256,40469516.821559936
2013-07-08 23:00:00,5594389.075623112,40489998.81175193
2013-07-09 00:00:00,5610355.58160673,40539740.80223992
2013-07-09 01:00:00,4286276.426511929,40539740.80223985
2013-07-09 02:00:00,2165881.0479701273,40539740.80669191
2013-07-09 03:00:00,1615254.1765565213,40539740.80987192
2013-07-09 04:00:00,1811114.3411207485,40539740.80987192
2013-07-09 05:00:00,2250675.4502969496,40539740.80987192
2013-07-09 06:00:00,1924372.5338928232,40539740.80987192
2013-07-09 07:00:00,1879113.6320088843,40560540.814151905
2013-07-09 08:00:00,1909162.922815959,40539740.84980792
2013-07-09 09:00:00,1644144.6370118686,40539740.84967992
2013-07-09 10:00:00,2353760.3384602303,40539740.84850293
2013-07-09 11:00:00,2207915.72697117,40539740.836922914
2013-07-09 12:00:00,1827233.758049032,40539740.84294392
2013-07-09 13:00:00,1741925.437040834,40539740.84294392
2013-07-09 14:00:00,2104262.196406584,40539740.84294392
2013-07-09 15:00:00,3558919.855307642,40539740.840398915
2013-07-09 16:00:00,1911168.0568614907,40539740.83683591
2013-07-09 17:00:00,1991206.891092949,40539740.83683591
2013-07-09 18:00:00,2088908.4618375127,40539740.83683591
2013-07-09 19:00:00,1928432.5108128574,40539740.83683591
2013-07-09 20:00:00,1654508.600832231,40539740.83683591
2013-07-09 21:00:00,1168237.9992856802,40539740.83683591
2013-07-09 22:00:00,1185157.5446577366,40583948.827507906
2013-07-09 23:00:00,1247950.0840499063,40606052.82284391
2013-07-10 00:00:00,1344644.5338298976,40606052.82284391
2013-07-10 01:00:00,1320612.7017884548,40606052.82284391
2013-07-10 02:00:00,1256591.057884614,40606052.82284391
2013-07-10 03:00:00,1325233.5536029674,40606052.82284391
2013-07-10 04:00:00,1340890.340910997,40606052.82284391
2013-07-10 05:00:00,1203130.1324655197,40606052.82284391
2013-07-10 06:00:00,1573440.2822156644,40606052.82284391
2013-07-10 07:00:00,1353718.9624740372,40606052.82284391
2013-07-10 08:00:00,1623806.5191532967,40606052.82284391
2013-07-10 09:00:00,5087129.801374143,40606052.80128391
2013-07-10 10:00:00,1773228.6847252012,40606052.72329188
2013-07-10 11:00:00,1760062.2457633137,40606052.72329188
2013-07-10 12:00:00,2878724.22921015,40606052.711493894
2013-07-10 13:00:00,5389116.554262965,40606052.74535591
2013-07-10 14:00:00,5653535.697183024,40606052.753471896
2013-07-10 15:00:00,5070174.95175499,40606052.7591479
2013-07-10 16:00:00,4978468.328052817,40606052.7591479
2013-07-10 17:00:00,4960932.194213,40606052.7591479
2013-07-10 18:00:00,4999969.492400057,40606052.7591479
2013-07-10 19:00:00,5505868.478459233,40606052.7591479
2013-07-10 20:00:00,5564849.523686196,40606052.7591479
2013-07-10 21:00:00,5505977.528785564,40606052.7591479
2013-07-10 22:00:00,5246990.045024008,40606052.749187894
2013-07-10 23:00:00,4837640.003519313,40606052.73922788
2013-07-11 00:00:00,4937926.577407079,40606052.73922788
2013-07-11 01:00:00,4867354.747152683,40606052.73922788
2013-07-11 02:00:00,4727552.0833256105,40606052.73922788
2013-07-11 03:00:00,3921098.860219849,40606052.73723189
2013-07-11 04:00:00,2460014.175669773,40606052.73326388
2013-07-11 05:00:00,1704980.999218554,40606052.73319587
2013-07-11 06:00:00,1657250.0629111778,40606052.76448494
2013-07-11 07:00:00,1635025.4264123754,40606052.75242796
2013-07-11 08:00:00,1770533.1623677327,40606052.717022926
2013-07-11 09:00:00,1606566.9546646702,40606052.742803946
2013-07-11 10:00:00,1197059.6669927745,40606052.742803946
2013-07-11 11:00:00,4011305.0126672694,40606052.73748796
2013-07-11 12:00:00,2491381.9962836998,40656652.705539905
2013-07-11 13:00:00,6990166.269122181,40669652.748227865
2013-07-11 14:00:00,7460413.443209731,40669652.75084587
2013-07-11 15:00:00,9710600.056161722,40687852.75016686
2013-07-11 16:00:00,9212429.493088523,40700852.74825186
2013-07-11 17:00:00,8587209.99418006,40700852.74653586
2013-07-11 18:00:00,7982181.269502324,40700852.74637986
2013-07-11 19:00:00,8070337.936143047,40700852.74637986
2013-07-11 20:00:00,8067949.004231144,40700852.74637986
2013-07-11 21:00:00,7642747.370353543,40700852.74637986
2013-07-11 22:00:00,7154013.356857392,40700852.74659186
2013-07-11 23:00:00,4661373.07557949,40700852.751843855
2013-07-12 00:00:00,2963331.6846498745,40700852.746677876
2013-07-12 01:00:00,2368656.3221691675,40700852.73802788
2013-07-12 02:00:00,1894388.7623823648,40700852.73802788
2013-07-12 03:00:00,1418598.2040258176,40700852.73802788
2013-07-12 04:00:00,1259209.2987435346,40700852.73802788
2013-07-12 05:00:00,1071452.277119108,37314967.008891
2013-07-12 06:00:00,1170308.7121478184,40700852.73802789
2013-07-12 07:00:00,1779973.909112461,40700852.7514679
2013-07-12 08:00:00,2443289.699603266,40700852.79303589
2013-07-12 09:00:00,4520515.655697607,40700852.79303589
2013-07-12 10:00:00,7716152.429373557,40700852.79303589
2013-07-12 11:00:00,7868684.422147369,40700852.79303589
2013-07-12 12:00:00,11295798.144923493,40700852.71254587
2013-07-12 13:00:00,11819504.382547604,40708052.698052876
2013-07-12 14:00:00,11524445.060669454,40729652.69328387
2013-07-12 15:00:00,10194368.434882741,40729652.69380788
2013-07-12 16:00:00,10700158.811836805,40729652.69380788
2013-07-12 17:00:00,11981210.178800372,40729652.69380788
2013-07-12 18:00:00,11240649.421559962,40729652.69349588
2013-07-12 19:00:00,9522011.270875713,40729652.69006388
2013-07-12 20:00:00,8834301.015779508,40729652.69006387
2013-07-12 21:00:00,7165407.7009956855,40729652.70314387
2013-07-12 22:00:00,9481197.180745501,40729652.71979186
2013-07-12 23:00:00,7085597.354454894,40729652.71972786
2013-07-13 00:00:00,9311239.957316633,40729652.72001586
2013-07-13 01:00:00,7026474.383238656,40729652.71972187
2013-07-13 02:00:00,8470627.45907858,40729652.71952287
2013-07-13 03:00:00,5317016.1727348855,40729652.719511874
2013-07-13 04:00:00,6573677.887943684,40729652.7338229
2013-07-13 05:00:00,2129646.294505608,40729652.75984789
2013-07-13 06:00:00,1484242.4914596812,40729652.758379884
2013-07-13 07:00:00,1292860.7442876194,40729652.758379884
2013-07-13 08:00:00,1197354.0941397857,40729652.758379884
2013-07-13 09:00:00,1089348.5180767148,40729652.758379884
2013-07-13 10:00:00,1093224.843314757,40729652.758379884
2013-07-13 11:00:00,1079143.7774043798,40729652.758379884
2013-07-13 12:00:00,1075922.210193462,40729652.758379884
2013-07-13 13:00:00,1097457.4962784178,40729652.758379884
2013-07-13 14:00:00,1139122.3307481918,40729652.758379884
2013-07-13 15:00:00,1092162.4840472208,40729652.758379884
2013-07-13 16:00:00,1118158.685562093,40729652.758379884
2013-07-13 17:00:00,1151368.7092443253,40729652.758379884
2013-07-13 18:00:00,1644366.7619345677,40729652.758379884
2013-07-13 19:00:00,1082079.1756278179,40729652.758379884
2013-07-13 20:00:00,1118828.9596269792,40729652.758379884
2013-07-13 21:00:00,1112100.382523051,40729652.758379884
2013-07-13 22:00:00,1228792.7818210418,40729652.758379884
2013-07-13 23:00:00,1277149.8954936264,40729652.758379884
2013-07-14 00:00:00,1332824.4311773812,40729652.758379884
2013-07-14 01:00:00,1308320.1316288677,40729652.758379884
2013-07-14 02:00:00,1305649.5380605487,40729652.75903987
2013-07-14 03:00:00,1214181.1927263737,40729652.758379884
2013-07-14 04:00:00,1257051.5125665483,40729652.758379884
2013-07-14 05:00:00,1172834.436485604,40729652.758379884
2013-07-14 06:00:00,1139739.6163224254,40729652.758379884
2013-07-14 07:00:00,1130074.9803026356,40729652.758379884
2013-07-14 08:00:00,1185773.0818761904,40729652.758379884
2013-07-14 09:00:00,1164454.4977955841,40729652.758379884
2013-07-14 10:00:00,1161531.5254530753,40729652.758379884
2013-07-14 11:00:00,1318726.866652786,40729652.75925989
2013-07-14 12:00:00,1648554.4094186102,40729652.76365988
2013-07-14 13:00:00,2016746.0892435636,40729652.76365988
2013-07-14 14:00:00,1830732.903379947,40729652.76365988
2013-07-14 15:00:00,1637018.1401755447,40729652.76260387
2013-07-14 16:00:00,1607624.1957888969,40729652.76260387
2013-07-14 17:00:00,1877410.5428242332,40729652.76260387
2013-07-14 18:00:00,2359446.015384453,40729652.76260387
2013-07-14 19:00:00,2408653.567261224,40729652.76260387
2013-07-14 20:00:00,2359020.0678024315,40729652.76260387
2013-07-14 21:00:00,6678936.729628341,40744282.760183856
2013-07-14 22:00:00,7965072.914883474,40764764.75679586
2013-07-14 23:00:00,7634373.1266661845,40764764.75644386
2013-07-15 00:00:00,7295376.674937997,40764764.75641186
2013-07-15 01:00:00,8337728.34226846,40764764.75641186
2013-07-15 02:00:00,7778424.927036146,40764764.75641186
2013-07-15 03:00:00,4048355.599351977,40764764.75641186
2013-07-15 04:00:00,2048085.1415328265,40764764.75641186
2013-07-15 05:00:00,1784483.011235161,40764764.753255874
2013-07-15 06:00:00,2146658.7476038677,40764764.753255874
2013-07-15 07:00:00,1739673.1419290178,40771964.75456088
2013-07-15 08:00:00,5016678.671910737,40793564.75213989
2013-07-15 09:00:00,7366333.516015335,40793564.74584389
2013-07-15 10:00:00,11004765.170129979,40803964.676226914
2013-07-15 11:00:00,10038507.265890531,41167964.57454792
2013-07-15 12:00:00,8307507.748005513,41646364.43695989
2013-07-15 13:00:00,6034985.470773634,41667164.43005988
2013-07-15 14:00:00,9338590.266879005,41667164.43342587
2013-07-15 15:00:00,10311366.833220623,41667164.43373187
2013-07-15 16:00:00,6807222.07100973,41667164.43373187
2013-07-15 17:00:00,4990605.333734418,41667164.43373187
2013-07-15 18:00:00,4762713.336867456,41667164.43373187
2013-07-15 19:00:00,4410640.40267186,41667164.43122786
2013-07-15 20:00:00,4340888.99296743,41667164.42997587
2013-07-15 21:00:00,4225702.729243177,41667164.42997587
2013-07-15 22:00:00,4526659.988474858,41667164.42997587
2013-07-15 23:00:00,4291402.832116861,41667164.42997587
2013-07-16 00:00:00,4224495.778634578,41667164.42997587
2013-07-16 01:00:00,3136977.416485132,41667164.42997587
2013-07-16 02:00:00,2127145.9137669415,41667164.38442986
2013-07-16 03:00:00,1704877.2366378615,41667164.348117836
2013-07-16 04:00:00,1647266.768075776,41667164.34712783
2013-07-16 05:00:00,1358851.200388746,41667164.348041855
2013-07-16 06:00:00,1758719.9983715108,41667164.34931184
2013-07-16 07:00:00,1703916.4807586125,41667164.35406385
2013-07-16 08:00:00,1840749.5315481354,42374364.22727185
2013-07-16 09:00:00,1963396.9442963884,42707660.181051835
2013-07-16 10:00:00,2007395.104767679,42925564.10727984
2013-07-16 11:00:00,1817302.3105788012,43034764.08522182
2013-07-16 12:00:00,1317539.9767717645,21698533.922523066
2013-07-16 13:00:00,271333.3910754474,2971040.570292003
2013-07-16 14:00:00,179726.21620675194,1769423.7710999984
2013-07-16 15:00:00,181108.61612664926,1769423.7710999984
2013-07-16 16:00:00,188225.4153677227,1769423.7710999984
2013-07-16 17:00:00,192993.41490002652,1769423.7710999984
2013-07-16 18:00:00,177084.6166784859,1769423.7710999984
2013-07-16 19:00:00,161334.21848600986,1769423.7710999984
2013-07-16 20:00:00,165014.21803309387,1769423.7710999984
2013-07-16 21:00:00,173052.61683926726,1769423.7710999984
2013-07-16 22:00:00,165041.41803198526,1769423.7710999984
2013-07-16 23:00:00,165511.8179206613,1769423.7710999984
2013-07-17 00:00:00,164012.61815473804,1769423.7710999984
2013-07-17 01:00:00,162340.61831598,1769423.7710999984
2013-07-17 02:00:00,210543.81228579002,1769423.7710999984
2013-07-17 03:00:00,210550.21236688198,1769423.7710999984
2013-07-17 04:00:00,215803.01182771593,1769423.7710999984
2013-07-17 05:00:00,184305.41557671336,1769423.7710999984
2013-07-17 06:00:00,175404.61674599542,1769423.7710999984
2013-07-17 07:00:00,170284.61735402458,1769423.7710999984
2013-07-17 08:00:00,171225.41723143533,1769423.7710999984
2013-07-17 09:00:00,196041.41431384062,1769423.7710999984
2013-07-17 10:00:00,208771.0128597994,1769423.7710999984
2013-07-17 11:00:00,221638.21151687403,1769423.7710999984
2013-07-17 12:00:00,203550.2134920187,1769423.7710999984
2013-07-17 13:00:00,209412.61273976925,1769423.7710999984
2013-07-17 14:00:00,201043.01385170728,1769423.7710999984
2013-07-17 15:00:00,191780.61500314018,1769423.7710999984
2013-07-17 16:00:00,209190.2130375287,1769423.7710999984
2013-07-17 17:00:00,209777.41307002938,1769423.7710999984
2013-07-17 18:00:00,194324.61480491605,1769423.7710999984
2013-07-17 19:00:00,1983116.3460212427,14661884.16216302
2013-07-17 20:00:00,5353502.323635473,43660051.921393864
2013-07-17 21:00:00,4240577.249805593,43660051.904401876
2013-07-17 22:00:00,2945853.755062256,43660051.88956187
2013-07-17 23:00:00,2725255.5980669577,43660051.876727894
2013-07-18 00:00:00,2441154.2675145473,43660051.85170588
2013-07-18 01:00:00,2466347.011357305,43660051.8485709
2013-07-18 02:00:00,2464166.6206554295,43660051.85098589
2013-07-18 03:00:00,2371086.1722502406,43660051.86717488
2013-07-18 04:00:00,2364607.3501979723,43660051.92145388
2013-07-18 05:00:00,3045931.2181746466,43660051.889312826
2013-07-18 06:00:00,2198169.4535467867,43660051.89026482
2013-07-18 07:00:00,2158914.7936364408,43660051.89204085
2013-07-18 08:00:00,2157141.6447772733,43660051.89872086
2013-07-18 09:00:00,2747823.49863565,43660051.91036984
2013-07-18 10:00:00,1708192.4508200416,43660051.94102685
2013-07-18 11:00:00,2036054.5596780176,43660051.94365884
2013-07-18 12:00:00,2633978.155981732,43660051.93193182
2013-07-18 13:00:00,1651164.7266231389,43660051.90394383
2013-07-18 14:00:00,2129017.4789229636,43660051.8972218
2013-07-18 15:00:00,2222742.3733329717,43680851.91118477
2013-07-18 16:00:00,1776469.2271475103,43691251.90451378
2013-07-18 17:00:00,1785400.512657447,43691251.898229785
2013-07-18 18:00:00,1940766.41664232,43691251.8939258
2013-07-18 19:00:00,1897450.0609363737,43691251.89549181
2013-07-18 20:00:00,1959928.3494895997,43691251.89373181
2013-07-18 21:00:00,1814203.7350757965,43691251.90040384
2013-07-18 22:00:00,1924768.8087643783,43691251.91147888
2013-07-18 23:00:00,2069045.6156005408,43691251.923257865
2013-07-19 00:00:00,2099012.3532110956,43691251.92535585
2013-07-19 01:00:00,2000313.634211658,43691251.92939287
2013-07-19 02:00:00,1931366.4594293155,43691251.93213585
2013-07-19 03:00:00,2095707.7067911362,43691251.91590285
2013-07-19 04:00:00,2010286.204228885,43691251.916157864
2013-07-19 05:00:00,1881937.0765444129,43691251.92431987
2013-07-19 06:00:00,1720617.9267775365,43691251.91749887
2013-07-19 07:00:00,1699214.2011592898,43691251.907136835
2013-07-19 08:00:00,2171615.221546626,43691251.8989449
2013-07-19 09:00:00,2640307.521130696,43691251.8920498
2013-07-19 10:00:00,1741858.0310249662,43691251.85118979
2013-07-19 11:00:00,2285980.6295259264,43691251.86090777
2013-07-19 12:00:00,1681528.8821129499,43691251.850555755
2013-07-19 13:00:00,2112417.667868298,43691251.85124373
2013-07-19 14:00:00,1706150.4272949,43691251.867145725
2013-07-19 15:00:00,4767050.580820566,43691251.82798175
2013-07-19 16:00:00,5260886.474811495,43691251.81887779
2013-07-19 17:00:00,5607110.248535359,43691251.81828778
2013-07-19 18:00:00,5692077.015647313,43691251.81828778
2013-07-19 19:00:00,5700189.055362544,43691251.81208778
2013-07-19 20:00:00,5728186.638412804,43691251.79692179
2013-07-19 21:00:00,5637502.177027489,43503391.83893479
2013-07-19 22:00:00,5694150.4903890025,43691251.79488577
2013-07-19 23:00:00,5752439.913932094,43691251.794731766
2013-07-20 00:00:00,5721276.660797839,43691251.794731766
2013-07-20 01:00:00,5477690.647816176,43691251.794107765
2013-07-20 02:00:00,5458933.249073102,43691251.79098777
2013-07-20 03:00:00,5451691.672452204,43691251.79098777
2013-07-20 04:00:00,5692379.614115984,43691251.79098777
2013-07-20 05:00:00,5622208.169528379,43691251.81731878
2013-07-20 06:00:00,5618208.29066757,43691251.844007775
2013-07-20 07:00:00,5475767.303454044,43691251.79464776
2013-07-20 08:00:00,5284036.318348202,43691251.794683754
2013-07-20 09:00:00,5264897.552863321,43691251.794791766
2013-07-20 10:00:00,5505990.099196742,43691251.75766376
2013-07-20 11:00:00,5551868.214196527,43691251.73114375
2013-07-20 12:00:00,5502134.055824212,43691251.73114375
2013-07-20 13:00:00,5499278.315458847,43691251.73114375
