start,target
2013-07-01 07:58:28,29.2599945
2013-07-01 08:03:28,25.3586619
2013-07-01 08:08:28,29.2599945
2013-07-01 08:13:28,25.3586619
2013-07-01 08:18:28,17.555996699999998
2013-07-01 08:23:28,27.3093282
2013-07-01 08:28:27,25.3586619
2013-07-01 08:33:27,85.82931719999998
2013-07-01 08:38:27,226.2772908
2013-07-01 08:43:27,222.3759582
2013-07-01 08:48:27,327.71193839999995
2013-07-01 08:53:27,130.69464209999998
2013-07-01 08:58:27,21.4573293
2013-07-01 09:03:27,29.2599945
2013-07-01 09:08:27,13.654664099999998
2013-07-01 09:13:27,23.4079956
2013-07-01 09:18:27,29.2599945
2013-07-01 09:23:27,29.2599945
2013-07-01 09:28:27,29.2599945
2013-07-01 09:33:27,29.2599945
2013-07-01 09:38:28,21.4573293
2013-07-01 09:43:28,17.555996699999998
2013-07-01 09:48:28,21.4573293
2013-07-01 09:53:28,21.4573293
2013-07-01 09:58:28,9.7533315
2013-07-01 10:03:28,11.7039978
2013-07-01 10:08:28,19.506663
2013-07-01 10:13:28,128.74397580000002
2013-07-01 10:18:28,183.3626322
2013-07-01 10:23:28,27.3093282
2013-07-01 10:28:28,23.4079956
2013-07-01 10:33:28,11.7039978
2013-07-01 10:38:28,17.555996699999998
2013-07-01 10:43:28,9.7533315
2013-07-01 10:48:28,11.7039978
2013-07-01 10:53:28,23.4079956
2013-07-01 10:58:28,21.4573293
2013-07-01 11:03:28,27.3093282
2013-07-01 11:08:28,29.2599945
2013-07-01 11:13:28,11.7039978
2013-07-01 11:18:28,9.7533315
2013-07-01 11:23:28,9.7533315
2013-07-01 11:28:28,19.506663
2013-07-01 11:33:28,9.7533315
2013-07-01 11:38:28,19.506663
2013-07-01 11:43:29,29.2599945
2013-07-01 11:48:29,29.2599945
2013-07-01 11:53:29,29.2599945
2013-07-01 11:58:29,52.667990100000004
2013-07-01 12:03:29,29.2599945
2013-07-01 12:08:29,13.2999975
2013-07-01 12:13:29,9.7533315
2013-07-01 12:18:29,5.8519989
2013-07-01 12:23:29,11.7039978
2013-07-01 12:28:29,9.7533315
2013-07-01 12:33:29,5.8519989
2013-07-01 12:38:29,25.3586619
2013-07-01 12:43:29,19.506663
2013-07-01 12:48:29,0.0
2013-07-01 12:53:29,0.0
2013-07-01 12:58:29,7.802665199999999
2013-07-01 13:03:29,5.8519989
2013-07-01 13:08:29,11.7039978
2013-07-01 13:13:29,3.9013326
2013-07-01 13:18:29,9.7533315
2013-07-01 13:23:29,23.4079956
2013-07-01 13:28:29,52.667990100000004
2013-07-01 13:33:29,78.026652
2013-07-01 13:38:29,5.8519989
2013-07-01 13:43:29,9.7533315
2013-07-01 13:48:29,19.506663
2013-07-01 13:53:30,3.9013326
2013-07-01 13:58:30,0.0
2013-07-01 14:03:30,0.0
2013-07-01 14:08:30,13.654664099999998
2013-07-01 14:13:30,29.2599945
2013-07-01 14:18:30,21.4573293
2013-07-01 14:23:30,7.802665199999999
2013-07-01 14:28:30,48.7666575
2013-07-01 14:33:30,234.079956
2013-07-01 14:38:30,15.605330399999998
2013-07-01 14:43:30,11.7039978
2013-07-01 14:48:30,9.7533315
2013-07-01 14:53:30,1.9506663
2013-07-01 14:58:30,11.7039978
2013-07-01 15:03:30,25.3586619
2013-07-01 15:08:30,5.8519989
2013-07-01 15:13:30,5.8519989
2013-07-01 15:18:30,0.0
2013-07-01 15:23:30,1.9506663
2013-07-01 15:28:30,124.84264319999998
2013-07-01 15:33:30,1732.1916744000002
2013-07-01 15:38:30,1552.7303748
2013-07-01 15:43:30,598.8545541
2013-07-01 15:48:30,462.3079131
2013-07-01 15:53:30,440.8505838
2013-07-01 15:58:30,101.4346476
2013-07-01 16:03:30,0.0
2013-07-01 16:08:31,5.8519989
2013-07-01 16:13:31,0.0
2013-07-01 16:18:31,3.9013326
2013-07-01 16:23:31,7.802665199999999
2013-07-01 16:28:31,21.4573293
2013-07-01 16:33:31,19.506663
2013-07-01 16:38:31,29.2599945
2013-07-01 16:43:31,7.802665199999999
2013-07-01 16:48:31,3.9013326
2013-07-01 16:53:31,3.9013326
2013-07-01 16:58:31,0.0
2013-07-01 17:03:31,5.8519989
2013-07-01 17:08:31,0.0
2013-07-01 17:13:31,3.9013326
2013-07-01 17:18:31,5.8519989
2013-07-01 17:23:31,29.2599945
2013-07-01 17:28:31,19.506663
2013-07-01 17:33:31,1.9506663
2013-07-01 17:38:31,1.9506663
2013-07-01 17:43:31,3.9013326
2013-07-01 17:48:31,0.0
2013-07-01 17:53:31,1.9506663
2013-07-01 17:58:31,0.0
2013-07-01 18:03:31,5.8519989
2013-07-01 18:08:31,17.555996699999998
2013-07-01 18:13:31,29.2599945
2013-07-01 18:18:31,9.7533315
2013-07-01 18:23:31,0.0
2013-07-01 18:28:31,0.0
2013-07-01 18:33:31,0.0
2013-07-01 18:38:31,409.639923
2013-07-01 18:43:31,17.555996699999998
2013-07-01 18:48:31,15.605330399999998
2013-07-01 18:53:31,7.802665199999999
2013-07-01 18:58:31,21.4573293
2013-07-01 19:03:31,23.4079956
2013-07-01 19:08:31,15.605330399999998
2013-07-01 19:13:31,1.9506663
2013-07-01 19:18:31,9.7533315
2013-07-01 19:23:31,0.0
2013-07-01 19:28:31,0.0
2013-07-01 19:33:31,1.9506663
2013-07-01 19:38:31,11.7039978
2013-07-01 19:43:31,17.555996699999998
2013-07-01 19:48:31,29.2599945
2013-07-01 19:53:31,156.053304
2013-07-01 19:58:31,0.0
2013-07-01 20:03:32,251.6359527
2013-07-01 20:08:32,23.4079956
2013-07-01 20:13:32,1.9506663
2013-07-01 20:18:32,0.0
2013-07-01 20:23:32,5.8519989
2013-07-01 20:28:32,9.7533315
2013-07-01 20:33:32,27.3093282
2013-07-01 20:38:32,25.3586619
2013-07-01 20:43:32,35.1119934
2013-07-01 20:48:32,15.605330399999998
2013-07-01 20:53:32,25.3586619
2013-07-01 20:58:32,5.8519989
2013-07-01 21:03:32,1.9506663
2013-07-01 21:08:32,5.8519989
2013-07-01 21:13:32,29.2599945
2013-07-01 21:18:32,17.555996699999998
2013-07-01 21:23:32,25.3586619
2013-07-01 21:28:32,15.605330399999998
2013-07-01 21:33:32,1.9506663
2013-07-01 21:38:32,11.7039978
2013-07-01 21:43:32,7.802665199999999
2013-07-01 21:48:32,9.7533315
2013-07-01 21:53:32,21.4573293
2013-07-01 21:58:32,31.2106608
2013-07-01 22:03:32,35.1119934
2013-07-01 22:08:32,79.97731829999998
2013-07-01 22:13:32,1554.6810411
2013-07-01 22:18:32,1671.7210191
2013-07-01 22:23:33,1687.3263495
2013-07-01 22:28:33,1925.3076381
2013-07-01 22:33:33,1761.4516689
2013-07-01 22:38:33,3680.9073081
2013-07-01 22:43:33,2541.7181889000003
2013-07-01 22:48:33,741.2531940000001
2013-07-01 22:53:33,2169.1409256
2013-07-01 22:58:33,1002.6424782
2013-07-01 23:03:33,830.9838437999998
2013-07-01 23:08:33,345.2679351000001
2013-07-01 23:13:33,1070.9157986999999
2013-07-01 23:18:33,1529.3223792
2013-07-01 23:23:33,78.026652
2013-07-01 23:28:33,17.555996699999998
2013-07-01 23:33:33,0.0
2013-07-01 23:38:33,0.0
2013-07-01 23:43:33,0.0
2013-07-01 23:48:33,0.0
2013-07-01 23:53:33,0.0
2013-07-01 23:58:33,0.0
2013-07-02 00:03:33,0.0
2013-07-02 00:08:33,0.0
2013-07-02 00:13:33,1.9506663
2013-07-02 00:18:33,0.0
2013-07-02 00:23:33,0.0
2013-07-02 00:28:33,0.0
2013-07-02 00:33:33,0.0
2013-07-02 00:38:33,0.0
2013-07-02 00:43:33,0.0
2013-07-02 00:48:33,0.0
2013-07-02 00:53:34,0.0
2013-07-02 00:58:34,0.0
2013-07-02 01:03:34,7.802665199999999
2013-07-02 01:08:34,0.0
2013-07-02 01:13:34,0.0
2013-07-02 01:18:34,0.0
2013-07-02 01:23:34,0.0
2013-07-02 01:28:34,0.0
2013-07-02 01:33:34,0.0
2013-07-02 01:38:34,0.0
2013-07-02 01:43:34,0.0
2013-07-02 01:48:34,0.0
2013-07-02 01:53:34,0.0
2013-07-02 01:58:34,0.0
2013-07-02 02:03:34,0.0
2013-07-02 02:08:34,0.0
2013-07-02 02:13:34,0.0
2013-07-02 02:18:34,0.0
2013-07-02 02:23:34,0.0
2013-07-02 02:28:34,0.0
2013-07-02 02:33:34,0.0
2013-07-02 02:38:34,9.7533315
2013-07-02 02:43:34,0.0
2013-07-02 02:48:33,1.9506663
2013-07-02 02:53:33,0.0
2013-07-02 02:58:33,0.0
2013-07-02 03:03:33,0.0
2013-07-02 03:08:34,0.0
2013-07-02 03:13:34,0.0
2013-07-02 03:18:34,0.0
2013-07-02 03:23:34,6.269998821428571
2013-07-02 03:28:34,3.9013326
2013-07-02 03:33:34,0.0
2013-07-02 03:38:34,0.0
2013-07-02 03:43:34,0.0
2013-07-02 03:48:34,0.0
2013-07-02 03:53:34,0.0
2013-07-02 03:58:34,0.0
2013-07-02 04:03:34,0.0
2013-07-02 04:08:34,0.0
2013-07-02 04:13:34,11.7039978
2013-07-02 04:18:34,0.0
2013-07-02 04:23:34,0.0
2013-07-02 04:28:34,0.0
2013-07-02 04:33:34,0.0
2013-07-02 04:38:34,0.0
2013-07-02 04:43:34,0.0
2013-07-02 04:48:34,0.0
2013-07-02 04:53:34,0.0
2013-07-02 04:58:34,0.0
2013-07-02 05:03:34,0.0
2013-07-02 05:08:34,0.0
2013-07-02 05:13:34,0.0
2013-07-02 05:18:34,0.0
2013-07-02 05:23:34,0.0
2013-07-02 05:28:34,0.0
2013-07-02 05:33:34,0.0
2013-07-02 05:38:34,0.0
2013-07-02 05:43:35,0.0
2013-07-02 05:48:35,12.539997642857141
2013-07-02 05:53:35,0.0
2013-07-02 05:58:35,0.0
2013-07-02 06:03:35,31.349994107142855
2013-07-02 06:08:35,0.0
2013-07-02 06:13:35,0.0
2013-07-02 06:18:35,0.0
2013-07-02 06:23:35,0.0
2013-07-02 06:28:35,0.0
2013-07-02 06:33:35,3.9013326
2013-07-02 06:38:35,7.802665199999999
2013-07-02 06:43:35,3.9013326
2013-07-02 06:48:35,0.0
2013-07-02 06:53:35,5.8519989
2013-07-02 06:58:35,0.0
2013-07-02 07:03:42,0.0
2013-07-02 07:08:42,0.0
2013-07-02 07:13:42,0.0
2013-07-02 07:18:42,5.8519989
2013-07-02 07:23:42,17.555996699999998
2013-07-02 07:28:42,0.0
2013-07-02 07:33:42,0.0
2013-07-02 07:38:42,0.0
2013-07-02 07:43:42,0.0
2013-07-02 07:48:42,0.0
2013-07-02 07:53:42,0.0
2013-07-02 07:58:43,0.0
2013-07-02 08:03:43,146.2999725
2013-07-02 08:08:43,183.3626322
2013-07-02 08:13:43,169.7079681
2013-07-02 08:18:43,0.0
2013-07-02 08:23:43,0.0
2013-07-02 08:28:43,0.0
2013-07-02 08:33:43,0.0
2013-07-02 08:38:43,0.0
2013-07-02 08:43:43,821.2305123
2013-07-02 08:48:43,314.0572743
2013-07-02 08:53:43,1.9506663
2013-07-02 08:58:43,19.506663
2013-07-02 09:03:43,0.0
2013-07-02 09:08:43,3.9013326
2013-07-02 09:13:43,0.0
2013-07-02 09:18:43,0.0
2013-07-02 09:23:43,0.0
2013-07-02 09:28:43,0.0
2013-07-02 09:33:43,0.0
2013-07-02 09:38:43,5.8519989
2013-07-02 09:43:43,212.6226267
2013-07-02 09:48:43,130.69464209999998
2013-07-02 09:53:43,591.0518888999999
2013-07-02 09:58:43,0.0
2013-07-02 10:03:43,0.0
2013-07-02 10:08:43,0.0
2013-07-02 10:13:44,0.0
2013-07-02 10:18:44,0.0
2013-07-02 10:23:44,0.0
2013-07-02 10:28:44,204.8199615
2013-07-02 10:33:44,353.0706003
2013-07-02 10:38:44,64.37198790000001
2013-07-02 10:43:44,263.3399505
2013-07-02 10:48:44,0.0
2013-07-02 10:53:44,0.0
2013-07-02 10:58:44,0.0
2013-07-02 11:03:44,0.0
2013-07-02 11:08:44,0.0
2013-07-02 11:13:44,0.0
2013-07-02 11:18:44,0.0
2013-07-02 11:23:44,19.506663
2013-07-02 11:28:44,0.0
2013-07-02 11:33:44,0.0
2013-07-02 11:38:44,0.0
2013-07-02 11:43:44,341.3666025
2013-07-02 11:48:44,81.92798459999999
2013-07-02 11:53:44,0.0
2013-07-02 11:58:44,0.0
2013-07-02 12:03:44,0.0
2013-07-02 12:08:44,17.068330125
2013-07-02 12:13:44,1.9506663
2013-07-02 12:18:44,0.0
2013-07-02 12:23:44,0.0
2013-07-02 12:28:44,5.8519989
2013-07-02 12:33:44,255.5372853
2013-07-02 12:38:44,0.0
2013-07-02 12:43:44,0.0
2013-07-02 12:48:44,0.0
2013-07-02 12:53:44,0.0
2013-07-02 12:58:44,13.654664099999998
2013-07-02 13:03:44,5.8519989
2013-07-02 13:08:44,177.51063329999997
2013-07-02 13:13:44,0.0
2013-07-02 13:18:44,5.8519989
2013-07-02 13:23:44,0.0
2013-07-02 13:28:44,0.0
2013-07-02 13:33:44,0.0
2013-07-02 13:38:44,0.0
2013-07-02 13:43:44,15.605330399999998
2013-07-02 13:48:44,1.9506663
2013-07-02 13:53:44,0.0
2013-07-02 13:58:44,0.0
2013-07-02 14:03:44,0.0
2013-07-02 14:08:44,0.0
2013-07-02 14:13:44,0.0
2013-07-02 14:18:44,0.0
2013-07-02 14:23:44,0.0
2013-07-02 14:28:44,0.0
2013-07-02 14:33:44,11.7039978
2013-07-02 14:38:44,0.0
2013-07-02 14:43:44,0.0
2013-07-02 14:48:44,552.0385629
2013-07-02 14:53:44,877.7998349999998
2013-07-02 14:58:45,1330.3544166
2013-07-02 15:03:45,2024.7916194000002
2013-07-02 15:08:45,1966.2716304
2013-07-02 15:13:45,1950.6663
2013-07-02 15:18:45,1020.1984749
2013-07-02 15:23:45,706.1412006
2013-07-02 15:28:45,692.4865364999998
2013-07-02 15:33:45,667.1278745999998
2013-07-02 15:38:45,563.7425607000001
2013-07-02 15:43:45,388.1825937
2013-07-02 15:48:45,390.13326
2013-07-02 15:53:45,394.0345926
2013-07-02 15:58:45,395.9852589
2013-07-02 16:03:45,395.9852589
2013-07-02 16:08:45,397.9359252
2013-07-02 16:13:45,394.0345926
2013-07-02 16:18:45,405.7385904
2013-07-02 16:23:45,403.78792410000005
2013-07-02 16:28:45,401.83725779999986
2013-07-02 16:33:45,395.9852589
2013-07-02 16:38:45,388.1825937
2013-07-02 16:43:45,395.9852589
2013-07-02 16:48:45,395.9852589
2013-07-02 16:53:45,415.4919219
2013-07-02 16:58:45,392.08392630000003
2013-07-02 17:03:45,390.13326
2013-07-02 17:08:45,390.13326
2013-07-02 17:13:45,399.8865915
2013-07-02 17:18:45,390.13326
2013-07-02 17:23:45,390.13326
2013-07-02 17:28:46,390.13326
2013-07-02 17:33:46,395.9852589
2013-07-02 17:38:46,397.9359252
2013-07-02 17:43:46,444.7519164
2013-07-02 17:48:46,655.4238767999999
2013-07-02 17:53:46,407.6892566999999
2013-07-02 17:58:46,431.0972523
2013-07-02 18:03:46,454.5052478999999
2013-07-02 18:08:46,392.08392630000003
2013-07-02 18:13:46,392.08392630000003
2013-07-02 18:18:46,399.8865915
2013-07-02 18:23:46,397.9359252
2013-07-02 18:28:46,403.78792410000005
2013-07-02 18:33:46,399.8865915
2013-07-02 18:38:46,392.08392630000003
2013-07-02 18:43:46,394.0345926
2013-07-02 18:48:46,392.08392630000003
2013-07-02 18:53:46,431.0972523
2013-07-02 18:58:46,388.1825937
2013-07-02 19:03:46,390.13326
2013-07-02 19:08:46,392.08392630000003
2013-07-02 19:13:46,403.78792410000005
2013-07-02 19:18:46,397.9359252
2013-07-02 19:23:46,390.13326
2013-07-02 19:28:46,392.08392630000003
2013-07-02 19:33:46,392.08392630000003
2013-07-02 19:38:46,401.83725779999986
2013-07-02 19:43:46,403.78792410000005
2013-07-02 19:48:46,413.5412556
2013-07-02 19:53:47,399.8865915
2013-07-02 19:58:47,399.8865915
2013-07-02 20:03:47,401.83725779999986
2013-07-02 20:08:47,397.9359252
2013-07-02 20:13:47,403.78792410000005
2013-07-02 20:18:47,397.9359252
2013-07-02 20:23:47,395.9852589
2013-07-02 20:28:47,397.9359252
2013-07-02 20:33:47,401.83725779999986
2013-07-02 20:38:47,399.8865915
2013-07-02 20:43:47,395.9852589
2013-07-02 20:48:47,403.78792410000005
2013-07-02 20:53:46,409.639923
2013-07-02 20:58:46,407.6892566999999
2013-07-02 21:03:46,409.639923
2013-07-02 21:08:46,399.8865915
2013-07-02 21:13:46,399.8865915
2013-07-02 21:18:46,399.8865915
2013-07-02 21:23:46,394.0345926
2013-07-02 21:28:46,395.9852589
2013-07-02 21:33:46,392.08392630000003
2013-07-02 21:38:47,397.9359252
2013-07-02 21:43:47,411.59058930000003
2013-07-02 21:48:47,407.6892566999999
2013-07-02 21:53:47,397.9359252
2013-07-02 21:58:47,395.9852589
2013-07-02 22:03:47,397.9359252
2013-07-02 22:08:47,394.0345926
2013-07-02 22:13:47,415.4919219
2013-07-02 22:18:47,421.34392080000003
2013-07-02 22:23:47,409.639923
2013-07-02 22:28:47,411.59058930000003
2013-07-02 22:33:47,397.9359252
2013-07-02 22:38:47,399.8865915
2013-07-02 22:43:47,403.78792410000005
2013-07-02 22:48:47,395.9852589
2013-07-02 22:53:47,399.8865915
2013-07-02 22:58:47,401.83725779999986
2013-07-02 23:03:47,388.1825937
2013-07-02 23:08:47,392.08392630000003
2013-07-02 23:13:47,392.08392630000003
2013-07-02 23:18:47,399.8865915
2013-07-02 23:23:47,395.9852589
2013-07-02 23:28:47,392.08392630000003
2013-07-02 23:33:47,392.08392630000003
2013-07-02 23:38:47,392.08392630000003
2013-07-02 23:43:47,399.8865915
2013-07-02 23:48:47,394.0345926
2013-07-02 23:53:47,399.8865915
2013-07-02 23:58:47,405.7385904
2013-07-03 00:03:47,421.34392080000003
2013-07-03 00:08:47,395.9852589
2013-07-03 00:13:47,395.9852589
2013-07-03 00:18:47,394.0345926
2013-07-03 00:23:47,386.2319274
2013-07-03 00:28:47,401.83725779999986
2013-07-03 00:33:47,384.2812611
2013-07-03 00:38:47,403.78792410000005
2013-07-03 00:43:48,386.2319274
2013-07-03 00:48:48,395.9852589
2013-07-03 00:53:48,407.6892566999999
2013-07-03 00:58:48,405.7385904
2013-07-03 01:03:48,401.83725779999986
2013-07-03 01:08:48,403.78792410000005
2013-07-03 01:13:48,386.2319274
2013-07-03 01:18:48,384.2812611
2013-07-03 01:23:48,374.5279296
2013-07-03 01:28:48,394.0345926
2013-07-03 01:33:48,392.08392630000003
2013-07-03 01:38:48,392.08392630000003
2013-07-03 01:43:48,397.9359252
2013-07-03 01:48:48,405.7385904
2013-07-03 01:53:48,405.7385904
2013-07-03 01:58:48,401.83725779999986
2013-07-03 02:03:48,392.08392630000003
2013-07-03 02:08:48,392.08392630000003
2013-07-03 02:13:48,397.9359252
2013-07-03 02:18:48,395.9852589
2013-07-03 02:23:48,399.8865915
2013-07-03 02:28:48,403.78792410000005
2013-07-03 02:33:48,392.08392630000003
2013-07-03 02:38:48,392.08392630000003
2013-07-03 02:43:48,399.8865915
2013-07-03 02:48:48,392.08392630000003
2013-07-03 02:53:48,392.08392630000003
2013-07-03 02:58:48,401.83725779999986
2013-07-03 03:03:48,411.59058930000003
2013-07-03 03:08:48,405.7385904
2013-07-03 03:13:49,407.6892566999999
2013-07-03 03:18:49,399.8865915
2013-07-03 03:23:49,392.08392630000003
2013-07-03 03:28:49,394.0345926
2013-07-03 03:33:49,399.8865915
2013-07-03 03:38:49,394.0345926
2013-07-03 03:43:49,394.0345926
2013-07-03 03:48:49,388.1825937
2013-07-03 03:53:49,399.8865915
2013-07-03 03:58:49,394.0345926
2013-07-03 04:03:49,409.639923
2013-07-03 04:08:49,394.0345926
2013-07-03 04:13:49,399.8865915
2013-07-03 04:18:49,464.2585794
2013-07-03 04:23:49,403.78792410000005
2013-07-03 04:28:49,409.639923
2013-07-03 04:33:49,401.83725779999986
2013-07-03 04:38:49,394.0345926
2013-07-03 04:43:49,394.0345926
2013-07-03 04:48:49,395.9852589
2013-07-03 04:53:49,401.83725779999986
2013-07-03 04:58:49,394.0345926
2013-07-03 05:03:49,392.08392630000003
2013-07-03 05:08:49,394.0345926
2013-07-03 05:13:49,401.83725779999986
2013-07-03 05:18:49,392.08392630000003
2013-07-03 05:23:49,390.13326
2013-07-03 05:28:49,395.9852589
2013-07-03 05:33:49,394.0345926
2013-07-03 05:38:49,417.4425882000001
2013-07-03 05:43:50,401.83725779999986
2013-07-03 05:48:50,399.8865915
2013-07-03 05:53:50,403.78792410000005
2013-07-03 05:58:49,397.9359252
2013-07-03 06:03:49,388.1825937
2013-07-03 06:08:49,394.0345926
2013-07-03 06:13:49,392.08392630000003
2013-07-03 06:18:49,397.9359252
2013-07-03 06:23:49,395.9852589
2013-07-03 06:28:49,403.78792410000005
2013-07-03 06:33:49,390.13326
2013-07-03 06:38:49,395.9852589
2013-07-03 06:43:49,392.08392630000003
2013-07-03 06:48:49,395.9852589
2013-07-03 06:53:49,401.83725779999986
2013-07-03 06:58:49,395.9852589
2013-07-03 07:03:49,401.83725779999986
2013-07-03 07:08:49,401.83725779999986
2013-07-03 07:13:49,413.5412556
2013-07-03 07:18:50,399.8865915
2013-07-03 07:23:50,401.83725779999986
2013-07-03 07:28:50,390.13326
2013-07-03 07:33:50,394.0345926
2013-07-03 07:38:50,394.0345926
2013-07-03 07:43:50,394.0345926
2013-07-03 07:48:50,394.0345926
2013-07-03 07:53:50,401.83725779999986
2013-07-03 07:58:50,401.83725779999986
2013-07-03 08:03:50,401.83725779999986
2013-07-03 08:08:50,495.4692402
2013-07-03 08:13:50,528.6305672999998
2013-07-03 08:18:50,392.08392630000003
2013-07-03 08:23:50,392.08392630000003
2013-07-03 08:28:50,392.08392630000003
2013-07-03 08:33:50,399.8865915
2013-07-03 08:38:50,431.0972523
2013-07-03 08:43:50,536.4332324999998
2013-07-03 08:48:50,497.4199065
2013-07-03 08:53:50,489.6172413000001
2013-07-03 08:58:50,540.3345651000002
2013-07-03 09:03:50,680.7825386999998
2013-07-03 09:08:50,454.5052478999999
2013-07-03 09:13:50,491.5679076
2013-07-03 09:18:50,423.2945871
2013-07-03 09:23:50,475.9625772
2013-07-03 09:28:50,403.78792410000005
2013-07-03 09:33:50,538.3838988
2013-07-03 09:38:51,415.4919219
2013-07-03 09:43:51,397.9359252
2013-07-03 09:48:51,386.2319274
2013-07-03 09:53:51,392.08392630000003
2013-07-03 09:58:51,394.0345926
2013-07-03 10:03:51,401.83725779999986
2013-07-03 10:08:51,399.8865915
2013-07-03 10:13:51,401.83725779999986
2013-07-03 10:18:51,399.8865915
2013-07-03 10:23:51,403.78792410000005
2013-07-03 10:28:51,399.8865915
2013-07-03 10:33:51,394.0345926
2013-07-03 10:38:51,395.9852589
2013-07-03 10:43:51,405.7385904
2013-07-03 10:48:51,388.1825937
2013-07-03 10:53:51,394.0345926
2013-07-03 10:58:51,394.0345926
2013-07-03 11:03:51,388.1825937
2013-07-03 11:08:51,395.9852589
2013-07-03 11:13:51,405.7385904
2013-07-03 11:18:51,392.08392630000003
2013-07-03 11:23:51,399.8865915
2013-07-03 11:28:51,403.78792410000005
