Timestamp,VM,CPU capacity provisioned [MHZ],.90 predicted,cushion (5%),percent used,percent saved,,,
9/29/13 21:58,1,5851.99912,13.03677464,100,1.931592475,98.06840753,,,
9/29/13 21:09,10,2599.999306,68.67917633,100,6.48766236,93.51233764,,,
9/29/13 21:10,10,2599.999306,69.64084625,100,6.524649674,93.47535033,,,
9/29/13 21:11,10,2599.999306,70.83262634,100,6.570487382,93.42951262,,,
9/29/13 21:12,10,2599.999306,71.20432281,100,6.584783404,93.4152166,,,
9/29/13 21:13,10,2599.999306,70.1179657,100,6.543000427,93.45699957,,,
9/29/13 21:14,10,2599.999306,70.90647888,100,6.573327865,93.42667213,,,
9/29/13 21:15,10,2599.999306,72.24817657,100,6.624931637,93.37506836,,,
9/29/13 21:16,10,2599.999306,71.13791656,100,6.582229317,93.41777068,,,
9/29/13 21:17,10,2599.999306,72.29525757,100,6.626742445,93.37325756,,,
9/29/13 21:18,10,2599.999306,72.52767181,100,6.635681456,93.36431854,,,
9/29/13 21:19,10,2599.999306,73.14754486,100,6.659522734,93.34047727,,,
9/29/13 21:20,10,2599.999306,74.88254547,100,6.726253544,93.27374646,,,
9/29/13 21:21,10,2599.999306,74.85845184,100,6.725326866,93.27467313,,,
9/29/13 21:22,10,2599.999306,71.97380066,100,6.614378714,93.38562129,,,
9/29/13 21:23,10,2599.999306,72.29134369,100,6.626591911,93.37340809,,,
9/29/13 21:24,10,2599.999306,72.28012085,100,6.626160263,93.37383974,,,
9/29/13 21:25,10,2599.999306,72.56529999,100,6.637128694,93.36287131,,,
9/29/13 21:26,10,2599.999306,72.1567688,100,6.621415952,93.37858405,,,
9/29/13 21:27,10,2599.999306,70.33327484,100,6.55128155,93.44871845,,,
9/29/13 21:28,10,2599.999306,71.90441132,100,6.611709892,93.38829011,,,
9/29/13 21:29,10,2599.999306,72.47458649,100,6.633639712,93.36636029,,,
9/29/13 21:30,10,2599.999306,74.11256409,100,6.696638868,93.30336113,,,
9/29/13 21:31,10,2599.999306,75.52571106,100,6.750990689,93.24900931,,,
9/29/13 21:32,10,2599.999306,73.05285645,100,6.655880871,93.34411913,,,
9/29/13 21:33,10,2599.999306,72.14881134,100,6.621109896,93.3788901,,,
9/29/13 21:34,10,2599.999306,70.69618225,100,6.565239531,93.43476047,,,
9/29/13 21:35,10,2599.999306,71.85825348,100,6.60993459,93.39006541,,,
9/29/13 21:36,10,2599.999306,70.87965393,100,6.572296136,93.42770386,,,
9/29/13 21:37,10,2599.999306,70.43772888,100,6.555299014,93.44470099,,,
9/29/13 21:38,10,2599.999306,71.24508667,100,6.586351245,93.41364875,,,
9/29/13 21:39,10,2599.999306,69.42185211,100,6.516226821,93.48377318,,,
9/29/13 21:40,10,2599.999306,71.85387421,100,6.609766157,93.39023384,,,
9/29/13 21:41,10,2599.999306,70.14084625,100,6.543880449,93.45611955,,,
9/29/13 21:42,10,2599.999306,72.67185974,100,6.641227147,93.35877285,,,
9/29/13 21:43,10,2599.999306,70.85835266,100,6.571476856,93.42852314,,,
9/29/13 21:44,10,2599.999306,71.67256927,100,6.602792888,93.39720711,,,
9/29/13 21:45,10,2599.999306,72.18649292,100,6.622559188,93.37744081,,,
9/29/13 21:46,10,2599.999306,72.51370239,100,6.635144171,93.36485583,,,
9/29/13 21:47,10,2599.999306,70.37684631,100,6.552957377,93.44704262,,,
9/29/13 21:48,10,2599.999306,70.77074432,100,6.568107304,93.4318927,,,
9/29/13 21:49,10,2599.999306,71.73033142,100,6.60501451,93.39498549,,,
9/29/13 21:50,10,2599.999306,71.19132233,100,6.584283385,93.41571661,,,
9/29/13 21:51,10,2599.999306,71.81326294,100,6.608204185,93.39179582,,,
9/29/13 21:52,10,2599.999306,71.75276184,100,6.605877219,93.39412278,,,
9/29/13 21:53,10,2599.999306,72.35795593,100,6.629153921,93.37084608,,,
9/29/13 21:54,10,2599.999306,72.10832214,100,6.619552619,93.38044738,,,
9/29/13 21:55,10,2599.999306,70.57202911,100,6.560464409,93.43953559,,,
9/29/13 21:56,10,2599.999306,71.68548584,100,6.603289679,93.39671032,,,
9/29/13 21:57,10,2599.999306,71.19512939,100,6.584429811,93.41557019,,,
9/29/13 21:58,10,2599.999306,72.47933197,100,6.633822231,93.36617777,,,
9/29/13 21:09,100,5199.99923,112.7517319,100,4.091380065,95.90861993,,,
9/29/13 21:10,100,5199.99923,114.3637238,100,4.122379914,95.87762009,,,
9/29/13 21:11,100,5199.99923,114.0072937,100,4.115525488,95.88447451,,,
9/29/13 21:12,100,5199.99923,114.3252716,100,4.121640449,95.87835955,,,
9/29/13 21:13,100,5199.99923,114.720665,100,4.129244169,95.87075583,,,
9/29/13 21:14,100,5199.99923,113.668541,100,4.109011012,95.89098899,,,
9/29/13 21:15,100,5199.99923,112.4138336,100,4.08488202,95.91511798,,,
9/29/13 21:16,100,5199.99923,114.1520767,100,4.118309777,95.88169022,,,
9/29/13 21:17,100,5199.99923,111.8175125,100,4.073414305,95.92658569,,,
9/29/13 21:18,100,5199.99923,113.6529617,100,4.10871141,95.89128859,,,
9/29/13 21:19,100,5199.99923,112.940773,100,4.095015472,95.90498453,,,
9/29/13 21:20,100,5199.99923,113.1333542,100,4.098718957,95.90128104,,,
9/29/13 21:21,100,5199.99923,112.1625366,100,4.080049385,95.91995062,,,
9/29/13 21:22,100,5199.99923,112.1477585,100,4.079765191,95.92023481,,,
9/29/13 21:23,100,5199.99923,113.9576111,100,4.114570054,95.88542995,,,
9/29/13 21:24,100,5199.99923,114.0564041,100,4.116469919,95.88353008,,,
9/29/13 21:25,100,5199.99923,113.7801666,100,4.111157659,95.88884234,,,
9/29/13 21:26,100,5199.99923,114.9517593,100,4.133688291,95.86631171,,,
9/29/13 21:27,100,5199.99923,114.0626678,100,4.116590375,95.88340963,,,
9/29/13 21:28,100,5199.99923,116.3976059,100,4.161493037,95.83850696,,,
9/29/13 21:29,100,5199.99923,112.0971069,100,4.078791121,95.92120888,,,
9/29/13 21:30,100,5199.99923,111.2914429,100,4.063297581,95.93670242,,,
9/29/13 21:31,100,5199.99923,111.1594925,100,4.060760072,95.93923993,,,
9/29/13 21:32,100,5199.99923,112.4425354,100,4.085433978,95.91456602,,,
9/29/13 21:33,100,5199.99923,114.5716171,100,4.126377863,95.87362214,,,
9/29/13 21:34,100,5199.99923,113.0883636,100,4.097853753,95.90214625,,,
9/29/13 21:35,100,5199.99923,113.8176575,100,4.111878638,95.88812136,,,
9/29/13 21:36,100,5199.99923,113.2882309,100,4.101697355,95.89830264,,,
9/29/13 21:37,100,5199.99923,113.154007,100,4.099116126,95.90088387,,,
9/29/13 21:38,100,5199.99923,111.6906509,100,4.070974659,95.92902534,,,
9/29/13 21:39,100,5199.99923,113.4840698,100,4.105463489,95.89453651,,,
9/29/13 21:40,100,5199.99923,112.5538177,100,4.087574023,95.91242598,,,
9/29/13 21:41,100,5199.99923,112.5603333,100,4.087699323,95.91230068,,,
9/29/13 21:42,100,5199.99923,112.9622726,100,4.095428926,95.90457107,,,
9/29/13 21:43,100,5199.99923,110.6703262,100,4.051353027,95.94864697,,,
9/29/13 21:44,100,5199.99923,110.5906448,100,4.049820692,95.95017931,,,
9/29/13 21:45,100,5199.99923,113.2152863,100,4.100294574,95.89970543,,,
9/29/13 21:46,100,5199.99923,110.8896332,100,4.05557047,95.94442953,,,
9/29/13 21:47,100,5199.99923,111.6302795,100,4.06981367,95.93018633,,,
9/29/13 21:48,100,5199.99923,111.6619186,100,4.070422114,95.92957789,,,
9/29/13 21:49,100,5199.99923,112.2229233,100,4.081210668,95.91878933,,,
9/29/13 21:50,100,5199.99923,114.9997787,100,4.134611741,95.86538826,,,
9/29/13 21:51,100,5199.99923,113.4374771,100,4.104567475,95.89543252,,,
9/29/13 21:52,100,5199.99923,114.8562622,100,4.131851808,95.86814819,,,
9/29/13 21:53,100,5199.99923,113.2783813,100,4.10150794,95.89849206,,,
9/29/13 21:54,100,5199.99923,114.4630432,100,4.124289903,95.8757101,,,
9/29/13 21:55,100,5199.99923,113.1035004,100,4.098144845,95.90185515,,,
9/29/13 21:56,100,5199.99923,111.6909332,100,4.070980087,95.92901991,,,
9/29/13 21:57,100,5199.99923,114.29702,100,4.121097149,95.87890285,,,
9/29/13 21:58,100,5199.99923,114.5206223,100,4.125397194,95.87460281,,,
9/29/13 21:09,101,5199.99862,91.14574432,100,3.675880674,96.32411933,,,
9/29/13 21:10,101,5199.99862,90.04180145,100,3.654650998,96.345349,,,
9/29/13 21:11,101,5199.99862,94.84562683,100,3.74703228,96.25296772,,,
9/29/13 21:12,101,5199.99862,88.4047699,100,3.623169613,96.37683039,,,
9/29/13 21:13,101,5199.99862,88.99411774,100,3.634503229,96.36549677,,,
9/29/13 21:14,101,5199.99862,88.81730652,100,3.631103012,96.36889699,,,
9/29/13 21:15,101,5199.99862,91.87373352,100,3.68988047,96.31011953,,,
9/29/13 21:16,101,5199.99862,89.40246582,100,3.642356079,96.35764392,,,
9/29/13 21:17,101,5199.99862,90.06469727,100,3.655091302,96.3449087,,,
9/29/13 21:18,101,5199.99862,92.31555176,100,3.698376977,96.30162302,,,
9/29/13 21:19,101,5199.99862,91.06350708,100,3.674299188,96.32570081,,,
9/29/13 21:20,101,5199.99862,91.81692505,100,3.688787999,96.311212,,,
9/29/13 21:21,101,5199.99862,91.25922394,100,3.678062975,96.32193703,,,
9/29/13 21:22,101,5199.99862,90.73392487,100,3.667961067,96.33203893,,,
9/29/13 21:23,101,5199.99862,93.73260498,100,3.725628008,96.27437199,,,
9/29/13 21:24,101,5199.99862,87.00074005,100,3.596169032,96.40383097,,,
9/29/13 21:25,101,5199.99862,88.6544342,100,3.627970851,96.37202915,,,
9/29/13 21:26,101,5199.99862,88.66918182,100,3.628254459,96.37174554,,,
9/29/13 21:27,101,5199.99862,90.70238495,100,3.66735453,96.33264547,,,
9/29/13 21:28,101,5199.99862,91.79972839,100,3.688457294,96.31154271,,,
9/29/13 21:29,101,5199.99862,89.51873779,100,3.644592079,96.35540792,,,
9/29/13 21:30,101,5199.99862,88.28142548,100,3.620797605,96.3792024,,,
9/29/13 21:31,101,5199.99862,88.9803772,100,3.634238988,96.36576101,,,
9/29/13 21:32,101,5199.99862,92.08264923,100,3.693898081,96.30610192,,,
9/29/13 21:33,101,5199.99862,88.43236542,100,3.623700297,96.3762997,,,
9/29/13 21:34,101,5199.99862,88.28634644,100,3.620892239,96.37910776,,,
9/29/13 21:35,101,5199.99862,89.59545898,100,3.646067486,96.35393251,,,
9/29/13 21:36,101,5199.99862,89.7473526,100,3.648988518,96.35101148,,,
9/29/13 21:37,101,5199.99862,90.22665405,100,3.658205856,96.34179414,,,
9/29/13 21:38,101,5199.99862,88.55587006,100,3.626075387,96.37392461,,,
9/29/13 21:39,101,5199.99862,91.32273102,100,3.679284265,96.32071573,,,
9/29/13 21:40,101,5199.99862,90.90785217,100,3.671305824,96.32869418,,,
9/29/13 21:41,101,5199.99862,91.72213745,100,3.68696516,96.31303484,,,
9/29/13 21:42,101,5199.99862,91.18901062,100,3.676712718,96.32328728,,,
9/29/13 21:43,101,5199.99862,87.53196716,100,3.606384941,96.39361506,,,
9/29/13 21:44,101,5199.99862,89.71852112,100,3.648434067,96.35156593,,,
9/29/13 21:45,101,5199.99862,88.53383636,100,3.625651661,96.37434834,,,
9/29/13 21:46,101,5199.99862,91.34812927,100,3.679772693,96.32022731,,,
9/29/13 21:47,101,5199.99862,91.78564453,100,3.688186451,96.31181355,,,
9/29/13 21:48,101,5199.99862,88.10378265,100,3.617381396,96.3826186,,,
9/29/13 21:49,101,5199.99862,89.27871704,100,3.639976294,96.36002371,,,
9/29/13 21:50,101,5199.99862,88.48727417,100,3.624756234,96.37524377,,,
9/29/13 21:51,101,5199.99862,87.92399597,100,3.613923959,96.38607604,,,
9/29/13 21:52,101,5199.99862,89.84940338,100,3.650951034,96.34904897,,,
9/29/13 21:53,101,5199.99862,87.8312912,100,3.612141174,96.38785883,,,
9/29/13 21:54,101,5199.99862,89.20317841,100,3.638523627,96.36147637,,,
9/29/13 21:55,101,5199.99862,88.74003601,100,3.62961704,96.37038296,,,
9/29/13 21:56,101,5199.99862,90.28438568,100,3.65931608,96.34068392,,,
9/29/13 21:57,101,5199.99862,88.73962402,100,3.629609117,96.37039088,,,
9/29/13 21:58,101,5199.99862,88.98670959,100,3.634360764,96.36563924,,,
9/29/13 21:09,102,11703.99914,176.314743,100,2.360857513,97.63914249,,,
9/29/13 21:10,102,11703.99914,173.2805176,100,2.334932824,97.66506718,,,
9/29/13 21:11,102,11703.99914,173.6955414,100,2.338478824,97.66152118,,,
9/29/13 21:12,102,11703.99914,173.3435974,100,2.335471783,97.66452822,,,
9/29/13 21:13,102,11703.99914,177.4870453,100,2.370873767,97.62912623,,,
9/29/13 21:14,102,11703.99914,173.1819458,100,2.334090618,97.66590938,,,
9/29/13 21:15,102,11703.99914,171.1499329,100,2.31672892,97.68327108,,,
9/29/13 21:16,102,11703.99914,177.025177,100,2.366927524,97.63307248,,,
9/29/13 21:17,102,11703.99914,177.6973724,100,2.37267082,97.62732918,,,
9/29/13 21:18,102,11703.99914,174.0719299,100,2.34169472,97.65830528,,,
9/29/13 21:19,102,11703.99914,177.2339935,100,2.36871167,97.63128833,,,
9/29/13 21:20,102,11703.99914,176.6802826,100,2.363980715,97.63601928,,,
9/29/13 21:21,102,11703.99914,173.2758789,100,2.33489319,97.66510681,,,
9/29/13 21:22,102,11703.99914,172.1214905,100,2.325029994,97.67497001,,,
9/29/13 21:23,102,11703.99914,176.6921539,100,2.364082145,97.63591786,,,
9/29/13 21:24,102,11703.99914,174.4835052,100,2.345211256,97.65478874,,,
9/29/13 21:25,102,11703.99914,175.1839752,100,2.351196133,97.64880387,,,
9/29/13 21:26,102,11703.99914,179.3168793,100,2.38650803,97.61349197,,,
9/29/13 21:27,102,11703.99914,174.3437042,100,2.344016784,97.65598322,,,
9/29/13 21:28,102,11703.99914,174.7279968,100,2.347300213,97.65269979,,,
9/29/13 21:29,102,11703.99914,175.2128754,100,2.351443059,97.64855694,,,
9/29/13 21:30,102,11703.99914,173.0433044,100,2.332906053,97.66709395,,,
9/29/13 21:31,102,11703.99914,175.4211121,100,2.353222252,97.64677775,,,
9/29/13 21:32,102,11703.99914,176.6316681,100,2.363565349,97.63643465,,,
9/29/13 21:33,102,11703.99914,175.3460083,100,2.352580558,97.64741944,,,
9/29/13 21:34,102,11703.99914,173.1577148,100,2.333883586,97.66611641,,,
9/29/13 21:35,102,11703.99914,175.5585327,100,2.354396385,97.64560361,,,
9/29/13 21:36,102,11703.99914,174.6210785,100,2.346386694,97.65361331,,,
9/29/13 21:37,102,11703.99914,170.4258881,100,2.310542618,97.68945738,,,
9/29/13 21:38,102,11703.99914,177.128479,100,2.367810145,97.63218986,,,
9/29/13 21:39,102,11703.99914,173.8873749,100,2.340117866,97.65988213,,,
9/29/13 21:40,102,11703.99914,176.1068726,100,2.35908145,97.64091855,,,
9/29/13 21:41,102,11703.99914,179.94664,100,2.391888761,97.60811124,,,
9/29/13 21:42,102,11703.99914,175.7641754,100,2.356153415,97.64384659,,,
9/29/13 21:43,102,11703.99914,175.9722748,100,2.357931434,97.64206857,,,
9/29/13 21:44,102,11703.99914,178.4537659,100,2.379133513,97.62086649,,,
9/29/13 21:45,102,11703.99914,177.7830505,100,2.373402862,97.62659714,,,
9/29/13 21:46,102,11703.99914,176.7696228,100,2.364744046,97.63525595,,,
9/29/13 21:47,102,11703.99914,175.9576721,100,2.357806668,97.64219333,,,
9/29/13 21:48,102,11703.99914,175.8478394,100,2.356868247,97.64313175,,,
9/29/13 21:49,102,11703.99914,175.0010529,100,2.349633229,97.65036677,,,
9/29/13 21:50,102,11703.99914,174.6467896,100,2.346606372,97.65339363,,,
9/29/13 21:51,102,11703.99914,171.7510223,100,2.321864681,97.67813532,,,
9/29/13 21:52,102,11703.99914,171.9306183,100,2.323399165,97.67660083,,,
9/29/13 21:53,102,11703.99914,174.8296509,100,2.348168755,97.65183124,,,
9/29/13 21:54,102,11703.99914,176.1427917,100,2.359388346,97.64061165,,,
9/29/13 21:55,102,11703.99914,173.5236511,100,2.337010178,97.66298982,,,
9/29/13 21:56,102,11703.99914,171.9781342,100,2.323805145,97.67619485,,,
9/29/13 21:57,102,11703.99914,173.0232239,100,2.332734484,97.66726552,,,
9/29/13 21:58,102,11703.99914,172.6302643,100,2.329377002,97.670623,,,
9/29/13 21:09,103,11703.99914,223.2179718,100,2.761602833,97.23839717,,,
9/29/13 21:10,103,11703.99914,225.2447205,100,2.778919552,97.22108045,,,
9/29/13 21:11,103,11703.99914,229.371994,100,2.814183341,97.18581666,,,
9/29/13 21:12,103,11703.99914,229.5328217,100,2.815557467,97.18444253,,,
9/29/13 21:13,103,11703.99914,222.1433411,100,2.752421093,97.24757891,,,
9/29/13 21:14,103,11703.99914,223.3009338,100,2.762311667,97.23768833,,,
9/29/13 21:15,103,11703.99914,223.2420197,100,2.7618083,97.2381917,,,
9/29/13 21:16,103,11703.99914,223.9685364,100,2.768015723,97.23198428,,,
9/29/13 21:17,103,11703.99914,223.5012054,100,2.764022806,97.23597719,,,
9/29/13 21:18,103,11703.99914,219.3251343,100,2.728342086,97.27165791,,,
9/29/13 21:19,103,11703.99914,222.5287933,100,2.755714431,97.24428557,,,
9/29/13 21:20,103,11703.99914,224.0974121,100,2.769116848,97.23088315,,,
9/29/13 21:21,103,11703.99914,228.4416351,100,2.806234272,97.19376573,,,
9/29/13 21:22,103,11703.99914,232.3182678,100,2.839356564,97.16064344,,,
9/29/13 21:23,103,11703.99914,226.4945068,100,2.789597837,97.21040216,,,
9/29/13 21:24,103,11703.99914,226.1694946,100,2.786820904,97.2131791,,,
9/29/13 21:25,103,11703.99914,222.5340729,100,2.75575954,97.24424046,,,
9/29/13 21:26,103,11703.99914,225.4183044,100,2.780402668,97.21959733,,,
9/29/13 21:27,103,11703.99914,222.4691162,100,2.755204545,97.24479546,,,
9/29/13 21:28,103,11703.99914,221.7485809,100,2.749048227,97.25095177,,,
9/29/13 21:29,103,11703.99914,222.7715454,100,2.757788526,97.24221147,,,
9/29/13 21:30,103,11703.99914,218.9968109,100,2.725536862,97.27446314,,,
9/29/13 21:31,103,11703.99914,224.0362396,100,2.768594185,97.23140582,,,
9/29/13 21:32,103,11703.99914,220.3368073,100,2.736985909,97.26301409,,,
9/29/13 21:33,103,11703.99914,226.1359406,100,2.786534215,97.21346578,,,
9/29/13 21:34,103,11703.99914,222.5128632,100,2.755578323,97.24442168,,,
9/29/13 21:35,103,11703.99914,223.4153137,100,2.763288939,97.23671106,,,
9/29/13 21:36,103,11703.99914,223.98526,100,2.768158611,97.23184139,,,
9/29/13 21:37,103,11703.99914,226.1726685,100,2.786848022,97.21315198,,,
9/29/13 21:38,103,11703.99914,222.8179321,100,2.758184858,97.24181514,,,
9/29/13 21:39,103,11703.99914,224.2427063,100,2.770358255,97.22964175,,,
9/29/13 21:40,103,11703.99914,227.8029022,100,2.800776882,97.19922312,,,
9/29/13 21:41,103,11703.99914,226.3834381,100,2.788648856,97.21135114,,,
9/29/13 21:42,103,11703.99914,225.6581726,100,2.782452123,97.21754788,,,
9/29/13 21:43,103,11703.99914,223.5462341,100,2.764407535,97.23559247,,,
9/29/13 21:44,103,11703.99914,224.6490479,100,2.773830073,97.22616993,,,
9/29/13 21:45,103,11703.99914,222.740387,100,2.757522306,97.24247769,,,
9/29/13 21:46,103,11703.99914,219.8248138,100,2.732611392,97.26738861,,,
9/29/13 21:47,103,11703.99914,223.2045593,100,2.761488235,97.23851176,,,
9/29/13 21:48,103,11703.99914,222.6733398,100,2.756949449,97.24305055,,,
9/29/13 21:49,103,11703.99914,222.7106171,100,2.75726795,97.24273205,,,
9/29/13 21:50,103,11703.99914,218.8363342,100,2.724165735,97.27583426,,,
9/29/13 21:51,103,11703.99914,223.1227722,100,2.760789439,97.23921056,,,
9/29/13 21:52,103,11703.99914,223.8244629,100,2.766784746,97.23321525,,,
9/29/13 21:53,103,11703.99914,221.9383392,100,2.750669539,97.24933046,,,
9/29/13 21:54,103,11703.99914,220.6508789,100,2.739669365,97.26033064,,,
9/29/13 21:55,103,11703.99914,220.7540741,100,2.740551074,97.25944893,,,
9/29/13 21:56,103,11703.99914,223.4339294,100,2.763447994,97.23655201,,,
9/29/13 21:57,103,11703.99914,220.3951721,100,2.737484583,97.26251542,,,
9/29/13 21:58,103,11703.99914,222.9372559,100,2.759204371,97.24079563,,,
9/29/13 21:09,104,11703.9973,194.4129486,100,2.515490573,97.48450943,,,
9/29/13 21:10,104,11703.9973,190.1300354,100,2.478896979,97.52110302,,,
9/29/13 21:11,104,11703.9973,190.6420746,100,2.483271888,97.51672811,,,
9/29/13 21:12,104,11703.9973,198.5812531,100,2.551104939,97.44889506,,,
9/29/13 21:13,104,11703.9973,193.0406647,100,2.503765656,97.49623434,,,
9/29/13 21:14,104,11703.9973,196.8449097,100,2.536269466,97.46373053,,,
9/29/13 21:15,104,11703.9973,197.9296875,100,2.545537904,97.4544621,,,
9/29/13 21:16,104,11703.9973,198.4208984,100,2.549734855,97.45026515,,,
9/29/13 21:17,104,11703.9973,200.2646942,100,2.565488411,97.43451159,,,
9/29/13 21:18,104,11703.9973,198.3721008,100,2.549317923,97.45068208,,,
9/29/13 21:19,104,11703.9973,191.6422729,100,2.491817672,97.50818233,,,
9/29/13 21:20,104,11703.9973,190.9803619,100,2.486162245,97.51383775,,,
9/29/13 21:21,104,11703.9973,190.5941467,100,2.482862388,97.51713761,,,
9/29/13 21:22,104,11703.9973,193.4877167,100,2.507585308,97.49241469,,,
9/29/13 21:23,104,11703.9973,190.0573883,100,2.478276276,97.52172372,,,
9/29/13 21:24,104,11703.9973,190.4707031,100,2.481807675,97.51819233,,,
9/29/13 21:25,104,11703.9973,192.8367615,100,2.502023489,97.49797651,,,
9/29/13 21:26,104,11703.9973,191.3043671,100,2.488930574,97.51106943,,,
9/29/13 21:27,104,11703.9973,193.9554291,100,2.511581485,97.48841852,,,
9/29/13 21:28,104,11703.9973,189.6092224,100,2.474447106,97.52555289,,,
9/29/13 21:29,104,11703.9973,195.2038574,100,2.522248168,97.47775183,,,
9/29/13 21:30,104,11703.9973,196.5328522,100,2.533603218,97.46639678,,,
9/29/13 21:31,104,11703.9973,193.7611389,100,2.509921452,97.49007855,,,
9/29/13 21:32,104,11703.9973,191.6086884,100,2.491530722,97.50846928,,,
9/29/13 21:33,104,11703.9973,192.5773163,100,2.499806766,97.50019323,,,
9/29/13 21:34,104,11703.9973,190.2229309,100,2.479690687,97.52030931,,,
9/29/13 21:35,104,11703.9973,190.4895325,100,2.481968554,97.51803145,,,
9/29/13 21:36,104,11703.9973,195.8800049,100,2.528025233,97.47197477,,,
9/29/13 21:37,104,11703.9973,193.8888855,100,2.511012931,97.48898707,,,
9/29/13 21:38,104,11703.9973,191.0948486,100,2.48714043,97.51285957,,,
9/29/13 21:39,104,11703.9973,191.6083069,100,2.491527463,97.50847254,,,
9/29/13 21:40,104,11703.9973,190.0606079,100,2.478303784,97.52169622,,,
9/29/13 21:41,104,11703.9973,194.5316925,100,2.516505131,97.48349487,,,
9/29/13 21:42,104,11703.9973,188.4313049,100,2.464382874,97.53561713,,,
9/29/13 21:43,104,11703.9973,193.1750031,100,2.504913455,97.49508654,,,
9/29/13 21:44,104,11703.9973,190.7390747,100,2.484100665,97.51589933,,,
9/29/13 21:45,104,11703.9973,196.5168304,100,2.533466327,97.46653367,,,
9/29/13 21:46,104,11703.9973,191.2921295,100,2.488826015,97.51117398,,,
9/29/13 21:47,104,11703.9973,191.3451538,100,2.489279059,97.51072094,,,
