Timestamp,Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],weekday,weekend,month,day,CPU usage prev,CPU_diff,received_prev,received_diff,transmitted_prev,transmitted_diff
2013-09-12 09:00:00,8403492283713,17002,45856871.84876368,4424862.9405281795,31674.96311813193,52943592233.06666,3743282851.524303,727538.1992368727,507174.1881562905,605082.754578749,927275.3049450519,18282,0.0,54846,73128,31400.565201465244,274.39791666667054,516009.4879120804,89073.26666666672,713965.1382783867,213310.16666666616
2013-09-12 10:00:00,8320775285090,16902,45565901.93836774,2760775.6321398527,24142.76352848544,52650168175.46666,2521239178.262664,547935.4666666664,482104.03351648507,490737.9225274704,512540.3590964591,18102,0.0,54306,72408,25016.466405469633,-873.7028769841236,557243.3891941386,-66505.46666666675,684779.725763119,-172239.36666666658
2013-09-12 11:00:00,8353892713310,16958,45728453.829960726,3557045.5346111576,28842.93220147922,52815872317.86666,2696797822.7377267,495475.2047619053,511125.6515151545,442202.4443889432,414736.80830281024,18174,0.0,54522,72696,28578.84926497116,264.0829365079383,458282.5777222771,-16080.133333333346,456073.80830280826,-41337.000000000124
2013-09-12 12:00:00,8290481075698,16872,45478447.91130968,2724803.778766045,26935.80256410256,52574992859.99999,2440594206.15311,535959.1095238097,606333.6452380974,463691.93681318685,349608.08846154157,18036,0.0,54108,72144,26952.897901404176,-17.095337301585964,445088.33681318647,18603.599999999908,335062.6217948743,14545.466666666613
2013-09-12 13:00:00,8356694314560,16968,45757387.87010371,3927120.6633453295,33248.70153769844,52854561082.13332,2770822657.1472445,507754.60000000003,571347.0285714318,586537.1963369955,543114.9432234461,18180,0.0,54540,72720,32900.33070436512,348.370833333335,571225.596336993,15311.599999999884,518993.74322344654,24121.199999999873
2013-09-12 14:00:00,8356716130560,16986,45804187.8818847,2798143.0830175425,27382.736309523927,52923787441.59999,2654470333.7948704,550891.083333334,526069.9344322364,417983.89523809415,379217.6551282063,18180,0.0,54540,72720,27179.050892857267,203.68541666666619,457145.13333333103,-39161.23809523815,406363.5884615415,-27145.93333333316
2013-09-12 15:00:00,8356737946560,16992,45819788.07188569,5370808.658713469,38716.03733974373,52953588481.86664,3967545236.2282114,561176.6681318674,686406.1555361302,906264.3843240093,470664.6397602407,18180,0.0,54540,72720,37174.71789529926,1541.3194444444468,742037.9462287737,164226.43809523797,476203.91854811984,-5539.278787878868
2013-09-12 16:00:00,8356759765530,16992,45819788.07867566,7568489.792766777,51483.112210012434,52984973934.152374,4386004962.766294,307305.79816849873,779299.167216117,446408.00109889795,383283.4456043992,18180,0.0,54540,72720,50319.18304334578,1163.9291666666654,579833.8677655645,-133425.86666666577,368914.5001498534,14368.945454545492
2013-09-12 17:00:00,8356781584500,16992,45819788.05403971,7179448.469250717,52535.26392704542,53099526148.266685,4224023261.7853417,280504.8428571437,1060598.4905594424,595299.6636363644,397505.39427239675,18180,0.0,54540,72720,54743.63684371214,-2208.3729166666703,609667.1303030273,-14367.466666666673,412223.3942723964,-14718.000000000027
2013-09-12 18:00:00,8356803403470,16992,45819787.91081971,4160907.605134823,34860.11742146752,53144273919.73332,3109141687.917215,543391.8999999992,738091.3052780557,475717.31207125966,451048.3853979377,18180,0.0,54540,72720,35384.35700480089,-524.2395833333333,488191.31813186564,-12474.006060606098,452085.03388278483,-1036.6484848483728
